Country,Month,Year, Day/month/year, Average Policy Change, Standard Deviation
Germany,January,2009,1/1/2009,0.0135953261825, 0.0271654087013
Spain,January,2009,1/1/2009,-0.00735112075193, 0.0194301349182
Netherlands,January,2009,1/1/2009,0.00555680149411, 0.0185717985619
New Zealand,January,2009,1/1/2009,-0.000241459009165, 0.00100609627567
Hungary,January,2009,1/1/2009,-0.00137310484675, 0.00626315120803
France,January,2009,1/1/2009,-0.00559740381871, 0.0297892426069
Slovakia,January,2009,1/1/2009,-0.00100739258512, 0.00330444290858
Norway,January,2009,1/1/2009,0.00433171316856, 0.0169970573282
USA (EOIR),January,2009,1/1/2009,-0.00124514524047, 0.0188077212598
Finland,January,2009,1/1/2009,0.00461548669905, 0.00990410678883
Sweden,January,2009,1/1/2009,-0.00535885499229, 0.0336474691266
Australia,January,2009,1/1/2009,-0.00120573641782, 0.0166507821543
Bulgaria,January,2009,1/1/2009,-0.000257571121337, 0.00495414725085
Romania,January,2009,1/1/2009,-0.00181853265108, 0.00596277808281
Czech Rep.,January,2009,1/1/2009,0.000878790512236, 0.0121853209272
Portugal,January,2009,1/1/2009,-0.00052959588619, 0.00225310411439
Liechtenstein,January,2009,1/1/2009,-8.08266366836e-05, 0.000302197547971
Austria,January,2009,1/1/2009,0.0025658092595, 0.0154403494417
Japan,January,2009,1/1/2009,0.00218320340488, 0.00540541933684
Luxembourg,January,2009,1/1/2009,-0.000222372604515, 0.000995539063066
Ireland,January,2009,1/1/2009,-0.00313151429015, 0.00884235410666
USA (INS/DHS),January,2009,1/1/2009,-0.00713730907294, 0.0175447271214
Belgium,January,2009,1/1/2009,0.0072824645736, 0.0205822147043
Denmark,January,2009,1/1/2009,0.00337802994165, 0.0062873800251
Poland,January,2009,1/1/2009,-0.00518403731759, 0.0184172851284
Switzerland,January,2009,1/1/2009,0.0218331029788, 0.0421506849606
Cyprus,January,2009,1/1/2009,-0.00781841340889, 0.0329690701137
Italy,January,2009,1/1/2009,-0.014550358432, 0.0656095992897
Malta,January,2009,1/1/2009,-0.00133817221975, 0.0110098495498
United Kingdom of Great Britain and Northern Ireland,January,2009,1/1/2009,0.00169177732762, 0.0285927282482
Iceland,January,2009,1/1/2009,-0.000361157478881, 0.000281913539225
Greece,January,2009,1/1/2009,-0.00379184015417, 0.0414216454903
Rep. of Korea,January,2009,1/1/2009,-0.000867726570165, 0.001068260547
Canada,June,2005,1/6/2005,-0.0135132090338, 0.0455544384522
Slovenia,June,2005,1/6/2005,0.00470757390715, 0.0183309316085
Germany,June,2005,1/6/2005,-0.00300887517486, 0.024844711641
Spain,June,2005,1/6/2005,0.000739405347613, 0.0468581282364
Netherlands,June,2005,1/6/2005,0.0136383773189, 0.0331653790978
New Zealand,June,2005,1/6/2005,-0.000591949030887, 0.00171654635796
Hungary,June,2005,1/6/2005,0.00150410460954, 0.0058645071596
France,June,2005,1/6/2005,0.0158653818598, 0.0509480896647
Slovakia,June,2005,1/6/2005,-0.00976761574751, 0.0260663666829
Norway,June,2005,1/6/2005,-0.00364846609309, 0.00953312484428
USA (EOIR),June,2005,1/6/2005,0.00506685683636, 0.01670871036
Finland,June,2005,1/6/2005,-5.56551516716e-05, 0.00745900589817
Sweden,June,2005,1/6/2005,-0.0106019889859, 0.0270930414099
Australia,June,2005,1/6/2005,-0.000357663684715, 0.00632586428831
Bulgaria,June,2005,1/6/2005,-0.00100624060051, 0.00347541302627
Romania,June,2005,1/6/2005,-0.00137208868834, 0.00288455135603
Czech Rep.,June,2005,1/6/2005,-0.00119434907907, 0.0112762198872
Portugal,June,2005,1/6/2005,5.54096509586e-05, 0.00149269719145
Cyprus,June,2005,1/6/2005,-0.03820837456, 0.067609800677
Liechtenstein,June,2005,1/6/2005,-7.4628152092e-05, 0.00168265030047
Austria,June,2005,1/6/2005,0.00551514496559, 0.0305426732849
Japan,June,2005,1/6/2005,-0.000145140208902, 0.00194002127255
Luxembourg,June,2005,1/6/2005,-0.000470261064319, 0.00303912821086
Ireland,June,2005,1/6/2005,-0.000773045663422, 0.0145555913179
USA (INS/DHS),June,2005,1/6/2005,0.000574124829244, 0.0530690358631
Belgium,June,2005,1/6/2005,0.00363814083606, 0.0130787265245
Poland,June,2005,1/6/2005,-0.0026775082076, 0.0119212492056
Switzerland,June,2005,1/6/2005,0.00114147529268, 0.0157721684588
Malta,June,2005,1/6/2005,-0.00403125474504, 0.0134836172223
United Kingdom of Great Britain and Northern Ireland,June,2005,1/6/2005,-0.00855762004816, 0.0339430809204
Iceland,June,2005,1/6/2005,-9.97674558047e-05, 0.00103180823637
Denmark,June,2005,1/6/2005,-0.000519723287727, 0.00624983293941
Greece,June,2005,1/6/2005,0.039899252015, 0.0756128796122
Rep. of Korea,June,2005,1/6/2005,0.0024597827681, 0.00357060207754
Canada,June,2016,1/6/2016,-0.00246441656726, 0.0116269044046
Montenegro,June,2016,1/6/2016,-0.00013395428, 0.0016790366694
Lithuania,June,2016,1/6/2016,-0.000240793630882, 0.00171952219674
Japan,June,2016,1/6/2016,0.00189807281618, 0.0266969628979
Slovenia,June,2016,1/6/2016,4.30911551849e-05, 0.00153249041963
Germany,June,2016,1/6/2016,0.110246779043, 0.141826365091
Spain,June,2016,1/6/2016,0.00350055106436, 0.0150887947776
Netherlands,June,2016,1/6/2016,-0.00350153058667, 0.0253096073214
New Zealand,June,2016,1/6/2016,-0.000176894862929, 0.00183961947048
France,June,2016,1/6/2016,-0.0176481181926, 0.0506324089576
Slovakia,June,2016,1/6/2016,-0.000221253587586, 0.000472154911157
Norway,June,2016,1/6/2016,-0.00709142676312, 0.0123996285309
USA (EOIR),June,2016,1/6/2016,0.00982240072737, 0.0237658124263
Finland,June,2016,1/6/2016,-0.00611268710704, 0.0128308719313
Sweden,June,2016,1/6/2016,-0.0279777801995, 0.0471369453122
Australia,June,2016,1/6/2016,-0.0144907324361, 0.0341728283367
Bulgaria,June,2016,1/6/2016,0.000175376850899, 0.0047287696799
Romania,June,2016,1/6/2016,4.66305798259e-05, 0.00169892040143
Czech Rep.,June,2016,1/6/2016,-0.000445920663335, 0.00242377124763
Portugal,June,2016,1/6/2016,0.000296848304182, 0.00221109173197
Liechtenstein,June,2016,1/6/2016,-0.000305946810774, 0.000724787155487
Austria,June,2016,1/6/2016,-0.023117676999, 0.0214912891685
Hungary,June,2016,1/6/2016,-0.0160340523617, 0.031495916728
Luxembourg,June,2016,1/6/2016,0.000482442186459, 0.00239537987285
Ireland,June,2016,1/6/2016,-0.000797793142469, 0.0036720179391
USA (INS/DHS),June,2016,1/6/2016,-0.000917628110822, 0.041425634782
Belgium,June,2016,1/6/2016,-0.00675914999281, 0.0130819937382
Poland,June,2016,1/6/2016,-0.00331375598858, 0.0106132921928
Croatia,June,2016,1/6/2016,4.12961634239e-05, 0.000999859924097
Switzerland,June,2016,1/6/2016,0.00144646235636, 0.0224772762166
Estonia,June,2016,1/6/2016,-6.74639502538e-05, 0.00176049093796
Cyprus,June,2016,1/6/2016,0.000413893148363, 0.00351625267265
Italy,June,2016,1/6/2016,0.00562565320405, 0.06678217826
Malta,June,2016,1/6/2016,0.00188589048858, 0.00651222363557
United Kingdom of Great Britain and Northern Ireland,June,2016,1/6/2016,-0.00337964017535, 0.0183518398146
Iceland,June,2016,1/6/2016,0.000755758710708, 0.00305637211068
Denmark,June,2016,1/6/2016,-0.00393364616754, 0.0128185980827
Latvia,June,2016,1/6/2016,-0.000103532853117, 0.00400446835706
Greece,June,2016,1/6/2016,-0.0100468195228, 0.0126275719998
Rep. of Korea,June,2016,1/6/2016,-0.000873134098511, 0.0101276325161
Canada,August,2001,1/8/2001,0.00371140490706, 0.0286530949904
Slovenia,August,2001,1/8/2001,-0.00939494806431, 0.025070799793
Germany,August,2001,1/8/2001,0.0121477420199, 0.0525556363406
Spain,August,2001,1/8/2001,-0.00148891085507, 0.0124499199118
New Zealand,August,2001,1/8/2001,-0.000773722307375, 0.00319294202306
France,August,2001,1/8/2001,-0.0083301875134, 0.0159135080689
Slovakia,August,2001,1/8/2001,0.0100228949551, 0.0182908217631
Norway,August,2001,1/8/2001,0.0400685186141, 0.102866610615
USA (EOIR),August,2001,1/8/2001,0.0033581500879, 0.0172243393192
Finland,August,2001,1/8/2001,0.00116389456444, 0.00501958675477
Sweden,August,2001,1/8/2001,0.0135291736677, 0.0380030938032
Australia,August,2001,1/8/2001,-0.00359124640472, 0.0120639523439
Bulgaria,August,2001,1/8/2001,-0.00193470357166, 0.00621131416692
Romania,August,2001,1/8/2001,-0.000238870964735, 0.00352225965408
Czech Rep.,August,2001,1/8/2001,0.000446961232735, 0.0181751643505
Portugal,August,2001,1/8/2001,-0.000688969951962, 0.00143075307254
Cyprus,August,2001,1/8/2001,0.00142807306615, 0.00435298716251
Liechtenstein,August,2001,1/8/2001,8.05342482662e-05, 0.00107650811417
Austria,August,2001,1/8/2001,0.00250932469837, 0.0303800205629
Hungary,August,2001,1/8/2001,-0.000957711837542, 0.0148877704519
Luxembourg,August,2001,1/8/2001,-5.94956099804e-05, 0.00289638368362
Ireland,August,2001,1/8/2001,-0.00337796486816, 0.0284333626428
USA (INS/DHS),August,2001,1/8/2001,-0.00933630958927, 0.0434315067046
Belgium,August,2001,1/8/2001,-0.029723208698, 0.0474200979399
Poland,August,2001,1/8/2001,-0.00111094151967, 0.0146745756511
Switzerland,August,2001,1/8/2001,0.000911328639681, 0.0173255516464
Netherlands,August,2001,1/8/2001,-0.0247583788277, 0.0329851012731
United Kingdom of Great Britain and Northern Ireland,August,2001,1/8/2001,0.00175008669307, 0.0619095157384
Iceland,August,2001,1/8/2001,0.000102710140278, 0.000718423989887
Denmark,August,2001,1/8/2001,0.00311456177876, 0.0159764272272
Greece,August,2001,1/8/2001,0.00481078633471, 0.0309733096967
Rep. of Korea,August,2001,1/8/2001,-0.000817173140115, 0.00180337971641
Canada,October,2004,1/10/2004,0.00984704467987, 0.0260402690678
Slovenia,October,2004,1/10/2004,0.00176600451158, 0.00933636115661
Germany,October,2004,1/10/2004,-0.00450999492289, 0.0301434921825
Spain,October,2004,1/10/2004,0.0151718824897, 0.0351139490162
Netherlands,October,2004,1/10/2004,0.00621713743767, 0.0200968107592
New Zealand,October,2004,1/10/2004,-0.000179816924688, 0.00261854315664
Hungary,October,2004,1/10/2004,-0.000653202233371, 0.00763853796272
France,October,2004,1/10/2004,-0.00201243977293, 0.0704803588587
Slovakia,October,2004,1/10/2004,0.00167255416613, 0.0482753467144
Norway,October,2004,1/10/2004,-0.00487976506959, 0.0185246075867
USA (EOIR),October,2004,1/10/2004,-0.00495505319973, 0.0108879385239
Finland,October,2004,1/10/2004,0.00159486388518, 0.00753183836848
Sweden,October,2004,1/10/2004,-0.00724941401041, 0.0306223155754
Australia,October,2004,1/10/2004,-0.000474454086946, 0.00447243237168
Bulgaria,October,2004,1/10/2004,0.00111533056901, 0.00754961483741
Romania,October,2004,1/10/2004,0.00153511676182, 0.0047854889753
Czech Rep.,October,2004,1/10/2004,-0.00192143892513, 0.0159081876713
Portugal,October,2004,1/10/2004,-8.17449393299e-05, 0.000806919909125
Liechtenstein,October,2004,1/10/2004,-0.000278699661433, 0.000632517204297
Austria,October,2004,1/10/2004,-0.000254121892309, 0.0195085653133
Japan,October,2004,1/10/2004,-6.7433569582e-05, 0.00257664805041
Luxembourg,October,2004,1/10/2004,-0.00156185036895, 0.00476852181282
Ireland,October,2004,1/10/2004,-0.000987668000596, 0.0100918480107
USA (INS/DHS),October,2004,1/10/2004,0.00142661309007, 0.0310612524276
Belgium,October,2004,1/10/2004,0.00345347997955, 0.0173306600132
Denmark,October,2004,1/10/2004,-0.00248301642143, 0.0058383763834
Poland,October,2004,1/10/2004,0.00383647192297, 0.0195241224643
Croatia,October,2004,1/10/2004,0.000806289195918, 0.00218802219318
Switzerland,October,2004,1/10/2004,-0.0140457318878, 0.0196040688153
Cyprus,October,2004,1/10/2004,-0.00647903869461, 0.0561001671616
Malta,October,2004,1/10/2004,0.00459641641763, 0.0108584252556
United Kingdom of Great Britain and Northern Ireland,October,2004,1/10/2004,0.00603058105316, 0.039245883522
Iceland,October,2004,1/10/2004,-5.30398431832e-05, 0.0010395100305
Greece,October,2004,1/10/2004,-0.0010619293361, 0.017391989313
Canada,February,2007,1/2/2007,-0.00181939052246, 0.0443125287221
Lithuania,February,2007,1/2/2007,-0.00014722050919, 0.00167772221186
Slovenia,February,2007,1/2/2007,-0.00145650120136, 0.00268246241805
Germany,February,2007,1/2/2007,-0.0129400427445, 0.0282153604818
Spain,February,2007,1/2/2007,0.0109371973728, 0.0583820935229
Netherlands,February,2007,1/2/2007,-0.0221044064989, 0.0255073845806
New Zealand,February,2007,1/2/2007,0.000161852726975, 0.00201923915074
Turkey,February,2007,1/2/2007,-0.0027628256442, 0.0311418549293
Hungary,February,2007,1/2/2007,-0.00191366852556, 0.00471963955631
France,February,2007,1/2/2007,0.00965262056897, 0.0434003473764
Slovakia,February,2007,1/2/2007,-0.00330109539197, 0.00671289137341
Norway,February,2007,1/2/2007,-0.0030108847055, 0.011462641183
USA (EOIR),February,2007,1/2/2007,-0.0103274758458, 0.0344722697644
Finland,February,2007,1/2/2007,-0.00450420404236, 0.00363452118619
Sweden,February,2007,1/2/2007,0.00999871181202, 0.0371933588281
Australia,February,2007,1/2/2007,-0.00159789384765, 0.00691632363005
Bulgaria,February,2007,1/2/2007,-0.00163976663358, 0.00651981498164
Romania,February,2007,1/2/2007,-0.00152885468679, 0.00176738169318
Czech Rep.,February,2007,1/2/2007,-0.00266209456454, 0.00406749185974
Portugal,February,2007,1/2/2007,0.000149543684841, 0.00161137163672
Liechtenstein,February,2007,1/2/2007,-0.000202376132104, 0.000480904206122
Austria,February,2007,1/2/2007,-0.00152514607362, 0.0129399645527
Japan,February,2007,1/2/2007,-0.000941831993301, 0.00133666167941
Luxembourg,February,2007,1/2/2007,-0.00128373599883, 0.0018341630667
Ireland,February,2007,1/2/2007,0.00297743561874, 0.0134819236698
USA (INS/DHS),February,2007,1/2/2007,0.00757403757515, 0.0325993426275
Belgium,February,2007,1/2/2007,-0.00550415986098, 0.0192583436626
Denmark,February,2007,1/2/2007,0.000330644415596, 0.00683053209825
Poland,February,2007,1/2/2007,-0.0017986283663, 0.0148290597783
Switzerland,February,2007,1/2/2007,0.00548979834569, 0.046059640156
Cyprus,February,2007,1/2/2007,0.0171830724373, 0.0369412972935
Malta,February,2007,1/2/2007,0.00374179404444, 0.028182642001
United Kingdom of Great Britain and Northern Ireland,February,2007,1/2/2007,-0.0103580335264, 0.0571620372564
Iceland,February,2007,1/2/2007,0.000268217881113, 0.000846278024722
Greece,February,2007,1/2/2007,0.0295938651714, 0.079947603842
Rep. of Korea,February,2007,1/2/2007,0.000657213012559, 0.00296234859084
Canada,December,2013,1/12/2013,5.47440287657e-05, 0.010628782576
Montenegro,December,2013,1/12/2013,-0.00382668814149, 0.0237896386167
Lithuania,December,2013,1/12/2013,0.000422688084011, 0.00196648565049
Serbia and Kosovo: S/RES/1244 (1999),December,2013,1/12/2013,0.00360291154969, 0.013005585886
Japan,December,2013,1/12/2013,0.00285520922639, 0.0155688368288
Slovenia,December,2013,1/12/2013,-0.000408178428803, 0.0011662344065
Germany,December,2013,1/12/2013,0.0148848688317, 0.0672238762398
Spain,December,2013,1/12/2013,-0.00362443389218, 0.0179269925081
Netherlands,December,2013,1/12/2013,0.00098714584009, 0.0128037853918
New Zealand,December,2013,1/12/2013,0.000950571490923, 0.0033729855822
Turkey,December,2013,1/12/2013,0.00357860419995, 0.0423498512644
Cyprus,December,2013,1/12/2013,-0.000554055563995, 0.00210019460026
France,December,2013,1/12/2013,0.0087799636544, 0.044802669139
Slovakia,December,2013,1/12/2013,-0.000126444966434, 0.00159267688561
Norway,December,2013,1/12/2013,-0.00869607070412, 0.0183600381134
USA (EOIR),December,2013,1/12/2013,-0.0025596007388, 0.0346289433829
Finland,December,2013,1/12/2013,0.00052500997058, 0.00449509430852
Sweden,December,2013,1/12/2013,0.013814631684, 0.0269933045229
Australia,December,2013,1/12/2013,-0.00702497129897, 0.0287401162967
Bulgaria,December,2013,1/12/2013,-0.004169317038, 0.0140000416472
Romania,December,2013,1/12/2013,-0.000874573821892, 0.00220300432935
Czech Rep.,December,2013,1/12/2013,0.000186721249181, 0.00145852953673
Portugal,December,2013,1/12/2013,2.54444078798e-05, 0.0028822804504
Liechtenstein,December,2013,1/12/2013,-7.40284264888e-05, 0.000668297902541
Austria,December,2013,1/12/2013,0.00191535754493, 0.0149757962859
The former Yugoslav Rep. of Macedonia,December,2013,1/12/2013,-0.00213153501838, 0.00357113704892
Hungary,December,2013,1/12/2013,-0.0122178222133, 0.0443995711143
Luxembourg,December,2013,1/12/2013,-0.00115047828546, 0.00414619743194
Ireland,December,2013,1/12/2013,-2.02453457496e-05, 0.00291245665752
USA (INS/DHS),December,2013,1/12/2013,0.00648162144497, 0.0269514366371
Belgium,December,2013,1/12/2013,-0.00436366800696, 0.010585809895
Denmark,December,2013,1/12/2013,-0.000614255291887, 0.00866697992257
Poland,December,2013,1/12/2013,-0.00633605117829, 0.0371611642783
Croatia,December,2013,1/12/2013,-0.00199794854651, 0.00398442427529
Switzerland,December,2013,1/12/2013,-0.00747550896214, 0.0297019385618
Estonia,December,2013,1/12/2013,-0.000314429884021, 0.000314025978786
Italy,December,2013,1/12/2013,0.0110323336668, 0.0422944671417
Malta,December,2013,1/12/2013,-0.00384585092867, 0.0111485865387
United Kingdom of Great Britain and Northern Ireland,December,2013,1/12/2013,-0.00623000109515, 0.0193448780971
Iceland,December,2013,1/12/2013,1.18585945997e-05, 0.00199160345749
Latvia,December,2013,1/12/2013,-5.43138972096e-05, 0.000284198930447
Greece,December,2013,1/12/2013,-0.00158934899847, 0.0159149528896
Rep. of Korea,December,2013,1/12/2013,0.00391051973984, 0.0152743159358
Canada,November,2014,1/11/2014,0.000830728350924, 0.0109063549662
Montenegro,November,2014,1/11/2014,7.58853907837e-05, 0.00453227359238
Lithuania,November,2014,1/11/2014,0.00104757300121, 0.00355401672953
Serbia and Kosovo: S/RES/1244 (1999),November,2014,1/11/2014,-0.00111866476622, 0.0153526336601
Japan,November,2014,1/11/2014,-0.00160011075008, 0.00726257782899
Slovenia,November,2014,1/11/2014,-0.000589860316377, 0.000426689738473
Germany,November,2014,1/11/2014,0.0110967597127, 0.0559673418589
Spain,November,2014,1/11/2014,0.00213219771872, 0.0067827488732
Netherlands,November,2014,1/11/2014,-0.00959360586278, 0.0168164765536
New Zealand,November,2014,1/11/2014,-0.000476678375559, 0.000967809132864
Turkey,November,2014,1/11/2014,-0.00456098388914, 0.0246899392388
France,November,2014,1/11/2014,-0.0153176500984, 0.0500009226991
Slovakia,November,2014,1/11/2014,0.000137740732712, 0.00109787831111
Norway,November,2014,1/11/2014,-0.00112530529413, 0.00838278192612
USA (EOIR),November,2014,1/11/2014,-0.0179200466658, 0.0276786586001
Finland,November,2014,1/11/2014,0.000248739327931, 0.00557990904285
Sweden,November,2014,1/11/2014,-0.0109220485882, 0.0276947159704
Australia,November,2014,1/11/2014,-0.00737335887237, 0.0157726818543
Bulgaria,November,2014,1/11/2014,-8.31371045973e-05, 0.00945335929849
Romania,November,2014,1/11/2014,-0.000926539486585, 0.00138080291723
Czech Rep.,November,2014,1/11/2014,-0.000447887432712, 0.00430955759081
Portugal,November,2014,1/11/2014,-2.07944562216e-05, 0.00342190662283
Cyprus,November,2014,1/11/2014,0.000647624429127, 0.00232400083708
Liechtenstein,November,2014,1/11/2014,0.000139551091359, 0.00077827999157
Austria,November,2014,1/11/2014,0.00554981393233, 0.0170294390321
The former Yugoslav Rep. of Macedonia,November,2014,1/11/2014,0.000168292505971, 0.00140686122092
